Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado
Aquisição de servidor de armanezamento de dados (storage) para Escola Superior de Enfermagem de Lisboa;Ajuste directo;Aquisição de bens móveis;"48821000-9, Servidores de rede";Escola Superior de Enfermagem de Lisboa (508310350);"Cilnet-Comunicações e projetos especiais, SA (505267772)";"20.495,00 €";05-11-2015;03-08-2015;79 dias (2 meses e 18 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
80901215 - AD para Reparação de Aparelho de Anestesia;Ajuste directo;Aquisição de serviços;"50400000-9, Serviços de reparação e manutenção de equipamento médico e de precisão";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";IBERDATA (501904921);"402,40 €";05-11-2015;05-11-2015;15 dias (15 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"AQUISIÇÃO DE EQUIPAMENTOS PARA O EDIFÍCIO DO COMPLEXO DAS CIÊNCIAS DE COMUNICAÇÃO E IMAGEM DA UNIVERSIDADE DE AVEIRO, CONCRETAMENTE OS EQUIPAMENTOS CONSTANTES DO LOTE 3 – EQUIPAMENTO AUDIOVISUAL";Concurso público;Aquisição de bens móveis;"32321200-1, Equipamento audiovisual";Universidade de Aveiro (501461108);"POWERFOCUS - Comércio de Sistemas de Comunicação Visual, Lda (504649779)";"11.989,11 €";05-11-2015;29-10-2015;14 dias (14 dias);"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
" AQUISIÇÃO DE EQUIPAMENTOS PARA O EDIFÍCIO DO COMPLEXO DAS CIÊNCIAS DE COMUNICAÇÃO E IMAGEM DA UNIVERSIDADE DE AVEIRO, CONCRETAMENTE OS EQUIPAMENTOS CONSTANTES DO LOTE 4 - CONTROLO DE ACESSOS";Concurso público;Aquisição de bens móveis;"42961100-1, Sistema de controlo de acessos";Universidade de Aveiro (501461108);"SINEL - Instalações Técnicas, Lda. (502097477)";"1.300,00 €";05-11-2015;30-10-2015;14 dias (14 dias);"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Ledipasvir 90 mg + Sofosbuvir 400 mg Comp (Processo 20155935);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"GILEAD SCIENCES, LDA (503604704)";"46.183,83 €";05-11-2015;23-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Ledipasvir 90 mg + Sofosbuvir 400 mg Comp (Processo 20155752);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"GILEAD SCIENCES, LDA (503604704)";"46.183,83 €";05-11-2015;23-07-2015;180 dias (5 meses e 27 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Ledipasvir 90 mg + Sofosbuvir 400 mg Comp (Processo 20155946);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"GILEAD SCIENCES, LD (503604704)";"46.183,83 €";05-11-2015;23-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Material para Artroscopia ;Ajuste directo;Aquisição de bens móveis;"33169000-2, Material cirúrgico";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Stryker Portugal (504594214);"1.670,00 €";05-11-2015;02-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33141641-5, Sondas";Centro Hospitalar do Oeste (510412009);"TELEFLEX MEDICAL, S.A.U (980249783)";"52,60 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"52,60 €";;;;Não aplicável.;Não aplicável.;false
"AQUISIÇÃO DE EQUIPAMENTOS PARA O EDIFÍCIO DO COMPLEXO DAS CIÊNCIAS DE COMUNICAÇÃO E IMAGEM DA UNIVERSIDADE DE AVEIRO, CONCRETAMENTE OS EQUIPAMENTOS CONSTANTES DO LOTE 6 – MAQUINA DE CORTE E GRAVAÇÃO A LASER";Concurso público;Aquisição de bens móveis;"22520000-1, Equipamento de gravura seca";Universidade de Aveiro (501461108);"Madeira, Pais & Pinheiro, Lda. (503651346)";"19.665,00 €";05-11-2015;29-10-2015;14 dias (14 dias);"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Ledipasvir 90 mg + Sofosbuvir 400 mg Comp (Processo 20155937);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"GILEAD SCIENCES, LDA (503604704)";"46.183,83 €";05-11-2015;23-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Adaptação e remodelação -  USF Longara Vida  ;Ajuste directo;Empreitadas de obras públicas;"45454000-4, Obras de reestruturação";"Administração Regional de Saúde do Norte, I. P. (503135593)";"Raposo & João Gomes, S.A. (501189602)";"21.850,77 €";05-11-2015;26-10-2015;45 dias (1 mês e 14 dias);"Portugal, Porto, Felgueiras";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de CAIXA INSTRUMENTAL BASICO DE OSTEOSSINTESE ;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Stryker Portugal (504594214);"1.448,00 €";05-11-2015;02-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços para ""Assistência Técnica Anual para a Manutenção Preventiva da Qualidade da Água e do Ar da Piscina Municipal de Ovar""";Ajuste directo;Aquisição de serviços;"50700000-2, Serviços de reparação e manutenção de equipamento em edifícios";Município de Ovar (501306269);"Cimai - Engenharia Química e Avançada, SA (501872043)";"25.758,00 €";05-11-2015;16-10-2015;365 dias (1 ano);"Portugal, Aveiro, Ovar";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33121000-4, Sistema de registo ambulatório de longa duração";Centro Hospitalar do Oeste (510412009);COVIDIEN (503413410);"573,00 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"573,00 €";;;;Não aplicável.;Não aplicável.;false
AO 2189 - Aquisição de 2000 comprimidos captopril  25 mg;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Administração Regional de Saúde do Norte, I. P. (503135593)";Generis Farmacêutica (508107997);"20,00 €";05-11-2015;29-10-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Maia<BR/>Portugal, Vila Real, Vila Real";Artigo 259.º do Código dos Contratos Públicos;;;;;;1179915;"CONCURSO PÚBLICO PARA A CELEBRAÇÃO DE CONTRATOS PÚBLICOS DE APROVISIONAMENTO PARA A ÁREA DA SAÚDE, COM VISTA AO FORNECIMENTO DE MEDICAMENTOS DO APARELHO CARDIOVASCULAR, ÀS INSTITUIÇÕES E SERVIÇOS DO SERVIÇO NACIONAL DE SAÚDE";false
Formação Profissional;Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Associação para o Ensino Bento de Jesus Caraça (504643118);Cátia Andreia Mateus Rodrigues (241711401);"11.405,00 €";05-11-2015;15-09-2015;318 dias (10 meses e 13 dias);"Portugal, Setúbal, Seixal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços de técnicos de desporto, no âmbito do plano de desenvolvimento da actividade física na 3ª idade - Desporto Sénior  ""Mexa-se Para a Vida"" - Lote 1";Ajuste directo;Aquisição de serviços;"92620000-3, Serviços relacionados com o desporto";Município de Torres Vedras (502173653);Ana Carolina Silva Baptista (247571768);"9.045,00 €";05-11-2015;30-10-2015;270 dias (8 meses e 26 dias);"Portugal, Lisboa, Torres Vedras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de material para Neurocirurgia ;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"NEUROWAVE - Unipessoal, Lda (508537150)";"2.887,80 €";05-11-2015;02-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33141126-9, Ligaduras";Centro Hospitalar do Oeste (510412009);"ALBINO DIAS ANDRADE, LDA. (500013810)";"145,32 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"145,32 €";;;;Não aplicável.;Não aplicável.;false
MCDT Centro Médico diagnostico ambulatorio - 3º TRIMESTRE;Ajuste directo;Aquisição de serviços;"85148000-8, Serviços de análises clínicas";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";CENTRO MÉDICO DE DIAGNÓSTICO (500820295);"11.200,00 €";05-11-2015;23-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Material de Osteossintese p/ Coluna Dorso-Lombar-Anterior ;Ajuste directo;Aquisição de bens móveis;"33160000-9, Técnicas cirúrgicas";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Medtronic (504223933);"1.796,90 €";05-11-2015;02-11-2015;5 dias (5 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33198000-4, Artigos de papel para uso hospitalar";Centro Hospitalar do Oeste (510412009);"ANASTACIO SALDANHA, LDA (505804441)";"113,50 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"113,50 €";;;;Não aplicável.;Não aplicável.;false
"AQUISIÇÃO DE EQUIPAMENTOS PARA O EDIFÍCIO DO COMPLEXO DAS CIÊNCIAS DE COMUNICAÇÃO E IMAGEM DA UNIVERSIDADE DE AVEIRO, CONCRETAMENTE OS EQUIPAMENTOS CONSTANTES DO LOTE 7 – EQUIPAMENTO DIVERSO";Concurso público;Aquisição de bens móveis;"39151200-7, Bancadas de trabalho";Universidade de Aveiro (501461108);"KIUI - Unipessoal, Lda. (513488081)";"1.558,00 €";05-11-2015;29-10-2015;14 dias (14 dias);"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços de técnicos de desporto, no âmbito do plano de desenvolvimento da actividade física na 3ª idade - Desporto Sénior  ""Mexa-se Para a Vida"" - Lote 2";Ajuste directo;Aquisição de serviços;"92620000-3, Serviços relacionados com o desporto";Município de Torres Vedras (502173653);Carla Brigida Climaco Domingues Umbelino (190601787);"7.965,00 €";05-11-2015;30-10-2015;270 dias (8 meses e 26 dias);"Portugal, Lisboa, Torres Vedras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Stent Coberto P/ Tratamento de Aneurisma da Aorta Abdominal ;Ajuste directo;Aquisição de bens móveis;"33182000-9, Material de assistência à função cardíaca";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Medtronic (504223933);"8.500,00 €";05-11-2015;02-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
MCDT Centro Hosp. São João;Ajuste directo;Aquisição de serviços;"85148000-8, Serviços de análises clínicas";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Centro Hospitalar de S. João, E.P.E (509821197)";"18.000,00 €";05-11-2015;23-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33198200-6, Saquetas e invólucros de papel para esterilização";Centro Hospitalar do Oeste (510412009);"BASTOS&VIEGAS, SA. (500042772)";"531,44 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"531,44 €";;;;Não aplicável.;Não aplicável.;false
Aquisição de bens-materiais para reparação e conservação da E.M. 593 entre Remondes e Soutelo;Ajuste directo;Aquisição de bens móveis;"44113000-5, Materiais para construção de estradas";Município de Mogadouro (506851168);"Inertil - Soc. Produtora de Inertes, lda (501317570)";"27.015,00 €";05-11-2015;04-11-2015;15 dias (15 dias);"Portugal, Braganca, Mogadouro";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Fogo devoluto sito na Rua Oliveira Martins, n.º 32 0-C.";Ajuste directo;Empreitadas de obras públicas;"45454100-5, Obras de restauro";Município de Oeiras (500745943);Filipe Domingos Moura de Melo (212524810);"7.667,51 €";05-11-2015;23-10-2015;6 dias (6 dias);"Portugal, Lisboa, Oeiras";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Protese de Revisão da Anca Cimentada ;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";ARTUR SALGADO LDA. (503612600);"350,00 €";05-11-2015;02-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33141615-4, Sacos para urina";Centro Hospitalar do Oeste (510412009);"EZEQUIEL PANAO JORGE , LDA. (501412727)";"429,25 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"429,25 €";;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços de técnicos de desporto, no âmbito do plano de desenvolvimento da actividade física na 3ª idade - Desporto Sénior  ""Mexa-se Para a Vida"" - Lote 3";Ajuste directo;Aquisição de serviços;"92620000-3, Serviços relacionados com o desporto";Município de Torres Vedras (502173653);Catarina Domingues Teles (245039422);"9.045,00 €";05-11-2015;30-10-2015;270 dias (8 meses e 26 dias);"Portugal, Lisboa, Torres Vedras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
SISTEMAS DE ADMINISTRAÇÃO DE FLUÍDOS;Ajuste directo;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";"B.BRAUN MEDICAL,LDA (501506543)";"1.400,00 €";05-11-2015;16-05-2014;230 dias (7 meses e 17 dias);"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";19-12-2014;"8.960,00 €";;AUMENTO DAS NECESSIDADES PREVISTAS;;Não aplicável.;Não aplicável.;false
"AQUISIÇÃO DE EQUIPAMENTOS PARA O EDIFÍCIO DO COMPLEXO DAS CIÊNCIAS DE COMUNICAÇÃO E IMAGEM DA UNIVERSIDADE DE AVEIRO, CONCRETAMENTE OS EQUIPAMENTOS CONSTANTES DO LOTE 8 – QUADROS PARA AFIXAÇÃO";Concurso público;Aquisição de bens móveis;"30192170-3, Quadros para afixação de informações";Universidade de Aveiro (501461108);"ARTIFEIRA - Construção e Decoração, S.A. (503894621)";"7.920,00 €";05-11-2015;29-10-2015;14 dias (14 dias);"Portugal, Aveiro, Aveiro";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AQUISIÇÃO MATERIAL CONSUMO CLINICO;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Centro Hospitalar do Oeste (510412009);"B. BRAUN MEDICAL, LDA. (501506543)";"2.489,76 €";05-11-2015;28-04-2014;1 dias (1 dia);"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";29-04-2014;"2.489,76 €";;;;Não aplicável.;Não aplicável.;false
Formação Profissional;Ajuste directo;Aquisição de serviços;"80000000-4, Serviços de ensino e formação";Associação para o Ensino Bento de Jesus Caraça (504643118);Luís Filipe da Cruz Coutinho Charneca (175455112);"11.700,00 €";05-11-2015;15-09-2015;318 dias (10 meses e 13 dias);"Portugal, Setúbal, Seixal";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
